time,tile,y,x,tstar,rad_net_tile,le,ftl,fqw,gc,time_value,run_ini,run_end,time_delta,date,year,doy_f,doy,dap_f,dap,das_f,das
1,1,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-66.75,-65,1.0,1
1,2,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-66.75,-65,1.0,1
1,3,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-66.75,-65,1.0,1
1,4,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-66.75,-65,1.0,1
1,5,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-66.75,-65,1.0,1
1,6,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-66.75,-65,1.0,1
1,7,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-66.75,-65,1.0,1
1,8,1,1,289.83264,95.70341,6.766996,-6.8150635,2.7057158e-06,0.0071628257,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-66.75,-65,1.0,1
1,9,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-66.75,-65,1.0,1
1,10,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-66.75,-65,1.0,1
1,11,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-66.75,-65,1.0,1
1,12,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-66.75,-65,1.0,1
1,13,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-66.75,-65,1.0,1
2,1,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,172800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,2 days,2016-03-03 06:00:00,2016,62.25,63,-65.75,-64,2.0,2
2,2,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,172800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,2 days,2016-03-03 06:00:00,2016,62.25,63,-65.75,-64,2.0,2
2,3,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,172800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,2 days,2016-03-03 06:00:00,2016,62.25,63,-65.75,-64,2.0,2
2,4,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,172800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,2 days,2016-03-03 06:00:00,2016,62.25,63,-65.75,-64,2.0,2
2,5,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,172800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,2 days,2016-03-03 06:00:00,2016,62.25,63,-65.75,-64,2.0,2
2,6,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,172800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,2 days,2016-03-03 06:00:00,2016,62.25,63,-65.75,-64,2.0,2
2,7,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,172800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,2 days,2016-03-03 06:00:00,2016,62.25,63,-65.75,-64,2.0,2
2,8,1,1,296.8717,122.052025,33.67252,7.0670905,1.3463622e-05,0.009191763,172800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,2 days,2016-03-03 06:00:00,2016,62.25,63,-65.75,-64,2.0,2
2,9,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,172800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,2 days,2016-03-03 06:00:00,2016,62.25,63,-65.75,-64,2.0,2
2,10,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,172800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,2 days,2016-03-03 06:00:00,2016,62.25,63,-65.75,-64,2.0,2
2,11,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,172800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,2 days,2016-03-03 06:00:00,2016,62.25,63,-65.75,-64,2.0,2
2,12,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,172800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,2 days,2016-03-03 06:00:00,2016,62.25,63,-65.75,-64,2.0,2
2,13,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,172800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,2 days,2016-03-03 06:00:00,2016,62.25,63,-65.75,-64,2.0,2
3,1,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,259200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,3 days,2016-03-04 06:00:00,2016,63.25,64,-64.75,-63,3.0,3
3,2,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,259200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,3 days,2016-03-04 06:00:00,2016,63.25,64,-64.75,-63,3.0,3
3,3,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,259200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,3 days,2016-03-04 06:00:00,2016,63.25,64,-64.75,-63,3.0,3
3,4,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,259200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,3 days,2016-03-04 06:00:00,2016,63.25,64,-64.75,-63,3.0,3
3,5,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,259200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,3 days,2016-03-04 06:00:00,2016,63.25,64,-64.75,-63,3.0,3
3,6,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,259200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,3 days,2016-03-04 06:00:00,2016,63.25,64,-64.75,-63,3.0,3
3,7,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,259200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,3 days,2016-03-04 06:00:00,2016,63.25,64,-64.75,-63,3.0,3
3,8,1,1,295.6674,75.69495,21.71344,8.12908,8.681905e-06,0.00931405,259200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,3 days,2016-03-04 06:00:00,2016,63.25,64,-64.75,-63,3.0,3
3,9,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,259200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,3 days,2016-03-04 06:00:00,2016,63.25,64,-64.75,-63,3.0,3
