run_id,obs_value,variable,obs_type,units_x,date_obs,year,doy,dae,sub_plot,valid,class,subclass,data_type,description,label_var,units_y,vector,sim_code,unit_fac,SAMUCA_sim_code,DSSAT_sim_code,dap,das,date_sim,sim_value,sim_units
MZ0002,0.0,grain_dw,avg,ton/ha,12/19/2018,2018,353,8,1.0,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD,20,109,2018-12-19 06:00:00,2.80678e-06,ton/ha
MZ0002,0.0,grain_dw,avg,ton/ha,12/26/2018,2018,360,15,1.0,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD,27,116,2018-12-26 06:00:00,1.8250195e-05,ton/ha
MZ0002,0.0,grain_dw,avg,ton/ha,01/02/2019,2019,2,22,1.0,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD,34,123,2019-01-02 06:00:00,0.00010152257,ton/ha
MZ0002,0.0,grain_dw,avg,ton/ha,01/17/2019,2019,17,37,1.0,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD,49,138,2019-01-17 06:00:00,0.0028271708,ton/ha
MZ0002,0.0,grain_dw,avg,ton/ha,01/23/2019,2019,23,43,1.0,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD,55,144,2019-01-23 06:00:00,0.008009728,ton/ha
MZ0002,0.0,grain_dw,avg,ton/ha,01/31/2019,2019,31,51,1.0,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD,63,152,2019-01-31 06:00:00,0.02375705,ton/ha
MZ0002,0.0,grain_dw,avg,ton/ha,02/07/2019,2019,38,58,1.0,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD,70,159,2019-02-07 06:00:00,0.06599731,ton/ha
MZ0002,0.706972222,grain_dw,avg,ton/ha,02/14/2019,2019,45,65,1.0,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD,77,166,2019-02-14 06:00:00,0.1522896,ton/ha
MZ0002,0.9513888890000001,grain_dw,avg,ton/ha,02/21/2019,2019,52,72,1.0,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD,84,173,2019-02-21 06:00:00,0.3158434,ton/ha
MZ0002,3.0568611110000004,grain_dw,avg,ton/ha,03/01/2019,2019,60,80,1.0,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD,92,181,2019-03-01 06:00:00,0.63471264,ton/ha
